trx_date,amount,currency,merchant_id,trx_date_ym
10/26/05,8782235,EUR,Target,2005-10
10/27/05,7797443,RMB,eBay,2005-10
10/28/05,6804215,USD,Apple,2005-10
10/29/05,2862951,EUR,Walmart,2005-10
10/30/05,337841,RMB,Costco,2005-10
10/31/05,6627805,USD,Target,2005-10
11/1/05,9341517,EUR,eBay,2005-11
11/2/05,2637572,RMB,Apple,2005-11
11/3/05,936477,USD,Walmart,2005-11
11/4/05,7890463,EUR,Costco,2005-11
11/5/05,5091897,RMB,Target,2005-11
11/6/05,7659024,USD,eBay,2005-11
11/7/05,640231,EUR,Apple,2005-11
11/8/05,621524,RMB,Walmart,2005-11
11/9/05,8399679,USD,Costco,2005-11
11/10/05,5968784,EUR,Target,2005-11
11/11/05,3949630,RMB,eBay,2005-11
11/12/05,6153131,USD,Apple,2005-11
11/13/05,4034378,EUR,Walmart,2005-11
11/14/05,1664090,RMB,Costco,2005-11
11/15/05,123230,USD,Target,2005-11
11/16/05,7934213,EUR,eBay,2005-11
11/17/05,8123130,RMB,Apple,2005-11
11/18/05,3721728,USD,Walmart,2005-11
11/19/05,7128632,EUR,Costco,2005-11
11/20/05,7399970,RMB,Target,2005-11
11/21/05,2733470,USD,eBay,2005-11
11/22/05,1145875,EUR,Apple,2005-11
11/23/05,6984529,RMB,Walmart,2005-11
11/24/05,2564758,USD,Costco,2005-11
11/25/05,7575163,EUR,Target,2005-11
11/26/05,9150520,RMB,eBay,2005-11
11/27/05,8559429,USD,Apple,2005-11
11/28/05,266961,EUR,Walmart,2005-11
11/29/05,4125084,RMB,Costco,2005-11
11/30/05,462778,USD,Target,2005-11
12/1/05,6153309,EUR,eBay,2005-12
12/2/05,7896043,RMB,Apple,2005-12
12/3/05,1234058,USD,Walmart,2005-12
12/4/05,9577682,EUR,Costco,2005-12
12/5/05,6699991,RMB,Target,2005-12
12/6/05,8609262,USD,eBay,2005-12
12/7/05,5315650,EUR,Apple,2005-12
12/8/05,1635730,RMB,Walmart,2005-12
12/9/05,213682,USD,Costco,2005-12
12/10/05,5215089,EUR,Target,2005-12
12/11/05,3075907,RMB,eBay,2005-12
12/12/05,7828476,USD,Apple,2005-12
12/13/05,3354569,EUR,Walmart,2005-12
12/14/05,3430235,RMB,Costco,2005-12
12/15/05,3116239,USD,Target,2005-12
12/16/05,8948557,EUR,eBay,2005-12
12/17/05,9801658,RMB,Apple,2005-12
12/18/05,2860654,USD,Walmart,2005-12
12/19/05,351296,EUR,Costco,2005-12
12/20/05,9741995,RMB,Target,2005-12
12/21/05,2447418,USD,eBay,2005-12
12/22/05,7037487,EUR,Apple,2005-12
12/23/05,9443562,RMB,Walmart,2005-12
12/24/05,5487939,USD,Costco,2005-12
12/25/05,2350047,EUR,Target,2005-12
12/26/05,9342066,RMB,eBay,2005-12
12/27/05,5372550,USD,Apple,2005-12
12/28/05,5740360,EUR,Walmart,2005-12
12/29/05,6429100,RMB,Costco,2005-12
12/30/05,8930799,USD,Target,2005-12
12/31/05,6852680,EUR,eBay,2005-12
1/1/06,3941179,RMB,Apple,2006-01
1/2/06,8069652,USD,Walmart,2006-01
1/3/06,4686455,EUR,Costco,2006-01
1/4/06,5801600,RMB,Target,2006-01
1/5/06,3276635,USD,eBay,2006-01
1/6/06,8772692,EUR,Apple,2006-01
1/7/06,866757,RMB,Walmart,2006-01
1/8/06,3265519,USD,Costco,2006-01
1/9/06,2867685,EUR,Target,2006-01
1/10/06,909622,RMB,eBay,2006-01
1/11/06,492798,USD,Apple,2006-01
1/12/06,6271735,EUR,Walmart,2006-01
1/13/06,6952390,RMB,Costco,2006-01
1/14/06,8294325,USD,Target,2006-01
1/15/06,7210523,EUR,eBay,2006-01
1/16/06,7473916,RMB,Apple,2006-01
1/17/06,623927,USD,Walmart,2006-01
1/18/06,7235362,EUR,Costco,2006-01
1/19/06,3047549,RMB,Target,2006-01
1/20/06,6523535,USD,eBay,2006-01
1/21/06,3693706,EUR,Apple,2006-01
1/22/06,8420220,RMB,Walmart,2006-01
1/23/06,7988852,USD,Costco,2006-01
1/24/06,8971991,EUR,Target,2006-01
1/25/06,2276415,RMB,eBay,2006-01
1/26/06,6571657,USD,Apple,2006-01
1/27/06,5181580,EUR,Walmart,2006-01
1/28/06,5163529,RMB,Costco,2006-01
1/29/06,9190830,USD,Target,2006-01
1/30/06,4821170,EUR,eBay,2006-01
1/31/06,4184742,RMB,Apple,2006-01
2/1/06,2513081,USD,Walmart,2006-02
2/2/06,8809973,EUR,Costco,2006-02
2/3/06,3162186,RMB,Target,2006-02
2/4/06,5626785,USD,eBay,2006-02
2/5/06,4101271,EUR,Apple,2006-02
2/6/06,9745547,RMB,Walmart,2006-02
2/7/06,6105076,USD,Costco,2006-02
2/8/06,5369817,EUR,Target,2006-02
2/9/06,2026522,RMB,eBay,2006-02
2/10/06,7933027,USD,Apple,2006-02
2/11/06,2027398,EUR,Walmart,2006-02
2/12/06,4202812,RMB,Costco,2006-02
2/13/06,3072748,USD,Target,2006-02
2/14/06,3130993,EUR,eBay,2006-02
2/15/06,1901597,RMB,Apple,2006-02
2/16/06,8003058,USD,Walmart,2006-02
2/17/06,6829262,EUR,Costco,2006-02
2/18/06,1601603,RMB,Target,2006-02
2/19/06,5216563,USD,eBay,2006-02
2/20/06,3874202,EUR,Apple,2006-02
2/21/06,196654,RMB,Walmart,2006-02
2/22/06,4136494,USD,Costco,2006-02
2/23/06,8935715,EUR,Target,2006-02
2/24/06,7660942,RMB,eBay,2006-02
2/25/06,9739959,USD,Apple,2006-02
2/26/06,4314333,EUR,Walmart,2006-02
2/27/06,6256934,RMB,Costco,2006-02
2/28/06,2245065,USD,Target,2006-02
3/1/06,5003531,EUR,eBay,2006-03
3/2/06,8323899,RMB,Apple,2006-03
3/3/06,3512119,USD,Walmart,2006-03
3/4/06,6782193,EUR,Costco,2006-03
3/5/06,7695736,RMB,Target,2006-03
3/6/06,9235832,USD,eBay,2006-03
3/7/06,3732112,EUR,Apple,2006-03
3/8/06,6550543,RMB,Walmart,2006-03
3/9/06,9652325,USD,Costco,2006-03
3/10/06,9792005,EUR,Target,2006-03
3/11/06,1814691,RMB,eBay,2006-03
3/12/06,539801,USD,Apple,2006-03
3/13/06,1887542,EUR,Walmart,2006-03
3/14/06,2456162,RMB,Costco,2006-03
3/15/06,9653556,USD,Target,2006-03
3/16/06,4784336,EUR,eBay,2006-03
3/17/06,8651253,RMB,Apple,2006-03
3/18/06,9107336,USD,Walmart,2006-03
3/19/06,6408054,EUR,Costco,2006-03
3/20/06,467528,RMB,Target,2006-03
3/21/06,8955034,USD,eBay,2006-03
3/22/06,4689743,EUR,Apple,2006-03
3/23/06,8970681,RMB,Walmart,2006-03
3/24/06,3292587,USD,Costco,2006-03
3/25/06,4510163,EUR,Target,2006-03
3/26/06,6595917,RMB,eBay,2006-03
3/27/06,3731837,USD,Apple,2006-03
3/28/06,3876445,EUR,Walmart,2006-03
3/29/06,5396396,RMB,Costco,2006-03
3/30/06,7807713,USD,Target,2006-03
3/31/06,9110728,EUR,eBay,2006-03
4/1/06,670173,RMB,Apple,2006-04
4/2/06,238153,USD,Walmart,2006-04
4/3/06,6781399,EUR,Costco,2006-04
4/4/06,8793855,RMB,Target,2006-04
4/5/06,3722630,USD,eBay,2006-04
4/6/06,7471021,EUR,Apple,2006-04
4/7/06,9282788,RMB,Walmart,2006-04
4/8/06,594965,USD,Costco,2006-04
4/9/06,2773294,EUR,Target,2006-04
4/10/06,4166024,RMB,eBay,2006-04
4/11/06,77087,USD,Apple,2006-04
4/12/06,1161471,EUR,Walmart,2006-04
4/13/06,3467106,RMB,Costco,2006-04
4/14/06,2379362,USD,Target,2006-04
4/15/06,5064973,EUR,eBay,2006-04
4/16/06,9403988,RMB,Apple,2006-04
4/17/06,2857513,USD,Walmart,2006-04
4/18/06,2178745,EUR,Costco,2006-04
4/19/06,5259852,RMB,Target,2006-04
4/20/06,470055,USD,eBay,2006-04
4/21/06,2122932,EUR,Apple,2006-04
4/22/06,1550178,RMB,Walmart,2006-04
4/23/06,5366066,USD,Costco,2006-04
4/24/06,155354,EUR,Target,2006-04
4/25/06,8147897,RMB,eBay,2006-04
4/26/06,7799978,USD,Apple,2006-04
4/27/06,1331868,EUR,Walmart,2006-04
4/28/06,7502157,RMB,Costco,2006-04
4/29/06,6299622,USD,Target,2006-04
4/30/06,6241068,EUR,eBay,2006-04
5/1/06,1524978,RMB,Apple,2006-05
5/2/06,9342973,USD,Walmart,2006-05
5/3/06,5003121,EUR,Costco,2006-05
5/4/06,2113630,RMB,Target,2006-05
5/5/06,488957,USD,eBay,2006-05
5/6/06,2192934,EUR,Apple,2006-05
5/7/06,6930679,RMB,Walmart,2006-05
5/8/06,4486134,USD,Costco,2006-05
5/9/06,6114196,EUR,Target,2006-05
5/10/06,652712,RMB,eBay,2006-05
5/11/06,3642434,USD,Apple,2006-05
5/12/06,3016284,EUR,Walmart,2006-05
5/13/06,2633680,RMB,Costco,2006-05
5/14/06,3872079,USD,Target,2006-05
5/15/06,8137208,EUR,eBay,2006-05
5/16/06,9397463,RMB,Apple,2006-05
5/17/06,8096620,USD,Walmart,2006-05
5/18/06,370723,EUR,Costco,2006-05
5/19/06,6234208,RMB,Target,2006-05
5/20/06,5854160,USD,eBay,2006-05
5/21/06,8055056,EUR,Apple,2006-05
5/22/06,3488347,RMB,Walmart,2006-05
5/23/06,6428725,USD,Costco,2006-05
5/24/06,4297524,EUR,Target,2006-05
5/25/06,132604,RMB,eBay,2006-05
5/26/06,1098291,USD,Apple,2006-05
5/27/06,2978173,EUR,Walmart,2006-05
5/28/06,3556740,RMB,Costco,2006-05
5/29/06,8772617,USD,Target,2006-05
5/30/06,4054936,EUR,eBay,2006-05
5/31/06,7279995,RMB,Apple,2006-05
6/1/06,622267,USD,Walmart,2006-06
6/2/06,4625963,EUR,Costco,2006-06
6/3/06,8826677,RMB,Target,2006-06
6/4/06,3937554,USD,eBay,2006-06
6/5/06,1434077,EUR,Apple,2006-06
6/6/06,9199021,RMB,Walmart,2006-06
6/7/06,7432034,USD,Costco,2006-06
6/8/06,6159657,EUR,Target,2006-06
6/9/06,4155436,RMB,eBay,2006-06
6/10/06,381417,USD,Apple,2006-06
6/11/06,8373825,EUR,Walmart,2006-06
6/12/06,6670736,RMB,Costco,2006-06
6/13/06,225808,USD,Target,2006-06
6/14/06,4772970,EUR,eBay,2006-06
6/15/06,6641911,RMB,Apple,2006-06
6/16/06,2959288,USD,Walmart,2006-06
6/17/06,3688108,EUR,Costco,2006-06
6/18/06,2566573,RMB,Target,2006-06
6/19/06,6056102,USD,eBay,2006-06
6/20/06,7424639,EUR,Apple,2006-06
6/21/06,800144,RMB,Walmart,2006-06
6/22/06,3800455,USD,Costco,2006-06
6/23/06,5217322,EUR,Target,2006-06
6/24/06,3717769,RMB,eBay,2006-06
6/25/06,2316264,USD,Apple,2006-06
6/26/06,3401290,EUR,Walmart,2006-06
6/27/06,6069176,RMB,Costco,2006-06
6/28/06,8188191,USD,Target,2006-06
6/29/06,5377746,EUR,eBay,2006-06
6/30/06,6007336,RMB,Apple,2006-06
7/1/06,1932233,USD,Walmart,2006-07
7/2/06,4494488,EUR,Costco,2006-07
7/3/06,403150,RMB,Target,2006-07
7/4/06,9221,USD,eBay,2006-07
7/5/06,5564060,EUR,Apple,2006-07
7/6/06,6681679,RMB,Walmart,2006-07
7/7/06,4355070,USD,Costco,2006-07
7/8/06,1250432,EUR,Target,2006-07
7/9/06,9128988,RMB,eBay,2006-07
7/10/06,2846525,USD,Apple,2006-07
7/11/06,3635453,EUR,Walmart,2006-07
7/12/06,5570536,RMB,Costco,2006-07
7/13/06,4625727,USD,Target,2006-07
7/14/06,8382363,EUR,eBay,2006-07
7/15/06,1445787,RMB,Apple,2006-07
7/16/06,1842634,USD,Walmart,2006-07
7/17/06,7566451,EUR,Costco,2006-07
7/18/06,3591213,RMB,Target,2006-07
7/19/06,8394670,USD,eBay,2006-07
7/20/06,8414645,EUR,Apple,2006-07
7/21/06,3738229,RMB,Walmart,2006-07
7/22/06,6177734,USD,Costco,2006-07
7/23/06,4461049,EUR,Target,2006-07
7/24/06,1084947,RMB,eBay,2006-07
7/25/06,2144389,USD,Apple,2006-07
7/26/06,8768074,EUR,Walmart,2006-07
7/27/06,1744530,RMB,Costco,2006-07
7/28/06,6297614,USD,Target,2006-07
7/29/06,7366089,EUR,eBay,2006-07
7/30/06,6297665,RMB,Apple,2006-07
7/31/06,7380059,USD,Walmart,2006-07
8/1/06,1131292,EUR,Costco,2006-08
8/2/06,8418286,RMB,Target,2006-08
8/3/06,2870063,USD,eBay,2006-08
8/4/06,4471568,EUR,Apple,2006-08
8/5/06,9250173,RMB,Walmart,2006-08
8/6/06,5324707,USD,Costco,2006-08
8/7/06,4431417,EUR,Target,2006-08
8/8/06,576003,RMB,eBay,2006-08
8/9/06,9028641,USD,Apple,2006-08
8/10/06,8451873,EUR,Walmart,2006-08
8/11/06,3202941,RMB,Costco,2006-08
8/12/06,4180363,USD,Target,2006-08
8/13/06,6800419,EUR,eBay,2006-08
8/14/06,6031355,RMB,Apple,2006-08
8/15/06,2529491,USD,Walmart,2006-08
8/16/06,6525976,EUR,Costco,2006-08
8/17/06,3297961,RMB,Target,2006-08
8/18/06,5903708,USD,eBay,2006-08
8/19/06,1557453,EUR,Apple,2006-08
8/20/06,72582,RMB,Walmart,2006-08
8/21/06,2001179,USD,Costco,2006-08
8/22/06,2912650,EUR,Target,2006-08
8/23/06,6328060,RMB,eBay,2006-08
8/24/06,7322667,USD,Apple,2006-08
8/25/06,7296549,EUR,Walmart,2006-08
8/26/06,6553059,RMB,Costco,2006-08
8/27/06,2179264,USD,Target,2006-08
8/28/06,9204085,EUR,eBay,2006-08
8/29/06,7116446,RMB,Apple,2006-08
8/30/06,7960538,USD,Walmart,2006-08
8/31/06,835031,EUR,Costco,2006-08
9/1/06,2431015,RMB,Target,2006-09
9/2/06,6693806,USD,eBay,2006-09
9/3/06,1737932,EUR,Apple,2006-09
9/4/06,5910368,RMB,Walmart,2006-09
9/5/06,2214629,USD,Costco,2006-09
9/6/06,8022245,EUR,Target,2006-09
9/7/06,9027761,RMB,eBay,2006-09
9/8/06,6014431,USD,Apple,2006-09
9/9/06,894126,EUR,Walmart,2006-09
9/10/06,5170895,RMB,Costco,2006-09
9/11/06,4485954,USD,Target,2006-09
9/12/06,5385818,EUR,eBay,2006-09
9/13/06,1239781,RMB,Apple,2006-09
9/14/06,1018499,USD,Walmart,2006-09
9/15/06,3739990,EUR,Costco,2006-09
9/16/06,6890168,RMB,Target,2006-09
9/17/06,8296079,USD,eBay,2006-09
9/18/06,5294659,EUR,Apple,2006-09
9/19/06,659339,RMB,Walmart,2006-09
9/20/06,8107076,USD,Costco,2006-09
9/21/06,2041688,EUR,Target,2006-09
9/22/06,7691270,RMB,eBay,2006-09
9/23/06,3245817,USD,Apple,2006-09
9/24/06,7490428,EUR,Walmart,2006-09
9/25/06,3720696,RMB,Costco,2006-09
9/26/06,8978348,USD,Target,2006-09
9/27/06,1669613,EUR,eBay,2006-09
9/28/06,2159999,RMB,Apple,2006-09
9/29/06,773456,USD,Walmart,2006-09
9/30/06,4525337,EUR,Costco,2006-09
10/1/06,7219632,RMB,Target,2006-10
10/2/06,1286763,USD,eBay,2006-10
10/3/06,6426507,EUR,Apple,2006-10
10/4/06,3734198,RMB,Walmart,2006-10
10/5/06,5055155,USD,Costco,2006-10
10/6/06,6538400,EUR,Target,2006-10
10/7/06,4924161,RMB,eBay,2006-10
10/8/06,9796648,USD,Apple,2006-10
10/9/06,6926126,EUR,Walmart,2006-10
10/10/06,4292313,RMB,Costco,2006-10
10/11/06,7450536,USD,Target,2006-10
10/12/06,633555,EUR,eBay,2006-10
10/13/06,902458,RMB,Apple,2006-10
10/14/06,6248771,USD,Walmart,2006-10
10/15/06,1624234,EUR,Costco,2006-10
10/16/06,5247856,RMB,Target,2006-10
10/17/06,9974453,USD,eBay,2006-10
10/18/06,4547437,EUR,Apple,2006-10
10/19/06,512462,RMB,Walmart,2006-10
10/20/06,3493788,USD,Costco,2006-10
10/21/06,5899559,EUR,Target,2006-10
10/22/06,7591737,RMB,eBay,2006-10
10/23/06,7369818,USD,Apple,2006-10
10/24/06,730720,EUR,Walmart,2006-10
10/25/06,9929962,RMB,Costco,2006-10
10/26/06,3731280,USD,Target,2006-10
10/27/06,8904363,EUR,eBay,2006-10
10/28/06,4788690,RMB,Apple,2006-10
10/29/06,95370,USD,Walmart,2006-10
10/30/06,5862806,EUR,Costco,2006-10
10/31/06,1092959,RMB,Target,2006-10
11/1/06,859471,USD,eBay,2006-11
11/2/06,7282667,EUR,Apple,2006-11
11/3/06,1275455,RMB,Walmart,2006-11
11/4/06,3144025,USD,Costco,2006-11
11/5/06,809286,EUR,Target,2006-11
11/6/06,5000914,RMB,eBay,2006-11
11/7/06,6532990,USD,Apple,2006-11
11/8/06,6566360,EUR,Walmart,2006-11
11/9/06,8547972,RMB,Costco,2006-11
11/10/06,1993422,USD,Target,2006-11
11/11/06,3939944,EUR,eBay,2006-11
11/12/06,7044802,RMB,Apple,2006-11
11/13/06,5702441,USD,Walmart,2006-11
11/14/06,1729591,EUR,Costco,2006-11
11/15/06,2477720,RMB,Target,2006-11
11/16/06,7774265,USD,eBay,2006-11
11/17/06,5966090,EUR,Apple,2006-11
11/18/06,6651496,RMB,Walmart,2006-11
11/19/06,1091579,USD,Costco,2006-11
11/20/06,1686671,EUR,Target,2006-11
11/21/06,7675286,RMB,eBay,2006-11
11/22/06,742012,USD,Apple,2006-11
11/23/06,8542838,EUR,Walmart,2006-11
11/24/06,4667241,RMB,Costco,2006-11
11/25/06,2400059,USD,Target,2006-11
11/26/06,1821812,EUR,eBay,2006-11
11/27/06,1307723,RMB,Apple,2006-11
11/28/06,6011889,USD,Walmart,2006-11
11/29/06,3816884,EUR,Costco,2006-11
11/30/06,6627758,RMB,Target,2006-11
12/1/06,6021931,USD,eBay,2006-12
12/2/06,9774385,EUR,Apple,2006-12
12/3/06,2341382,RMB,Walmart,2006-12
12/4/06,9393911,USD,Costco,2006-12
12/5/06,5892357,EUR,Target,2006-12
12/6/06,8739893,RMB,eBay,2006-12
12/7/06,4518341,USD,Apple,2006-12
12/8/06,8183862,EUR,Walmart,2006-12
12/9/06,7259322,RMB,Costco,2006-12
12/10/06,3693280,USD,Target,2006-12
12/11/06,3154601,EUR,eBay,2006-12
12/12/06,6303979,RMB,Apple,2006-12
12/13/06,2173857,USD,Walmart,2006-12
12/14/06,178629,EUR,Costco,2006-12
12/15/06,9964183,RMB,Target,2006-12
12/16/06,8069633,USD,eBay,2006-12
12/17/06,4256849,EUR,Apple,2006-12
12/18/06,5501857,RMB,Walmart,2006-12
12/19/06,2555231,USD,Costco,2006-12
12/20/06,2792621,EUR,Target,2006-12
12/21/06,5793500,RMB,eBay,2006-12
12/22/06,4165914,USD,Apple,2006-12
12/23/06,9499374,EUR,Walmart,2006-12
12/24/06,9580134,RMB,Costco,2006-12
12/25/06,4776209,USD,Target,2006-12
12/26/06,8636015,EUR,eBay,2006-12
12/27/06,7112753,RMB,Apple,2006-12
12/28/06,2807920,USD,Walmart,2006-12
12/29/06,4522120,EUR,Costco,2006-12
12/30/06,1121256,RMB,Target,2006-12
12/31/06,1893403,USD,eBay,2006-12
1/1/07,8599074,EUR,Apple,2007-01
1/2/07,7797778,RMB,Walmart,2007-01
1/3/07,5359704,USD,Costco,2007-01
1/4/07,2135043,EUR,Target,2007-01
1/5/07,4720103,RMB,eBay,2007-01
1/6/07,4820355,USD,Apple,2007-01
1/7/07,7884319,EUR,Walmart,2007-01
1/8/07,1894268,RMB,Costco,2007-01
1/9/07,8191467,USD,Target,2007-01
1/10/07,684975,EUR,eBay,2007-01
1/11/07,1783906,RMB,Apple,2007-01
1/12/07,3833991,USD,Walmart,2007-01
1/13/07,9740715,EUR,Costco,2007-01
1/14/07,2765260,RMB,Target,2007-01
1/15/07,7583771,USD,eBay,2007-01
1/16/07,6221049,EUR,Apple,2007-01
1/17/07,8442632,RMB,Walmart,2007-01
1/18/07,3924575,USD,Costco,2007-01
1/19/07,3619100,EUR,Target,2007-01
1/20/07,7054394,RMB,eBay,2007-01
1/21/07,5708446,USD,Apple,2007-01
1/22/07,9178486,EUR,Walmart,2007-01
1/23/07,5076904,RMB,Costco,2007-01
1/24/07,5923581,USD,Target,2007-01
1/25/07,9038535,EUR,eBay,2007-01
1/26/07,8990108,RMB,Apple,2007-01
1/27/07,7646500,USD,Walmart,2007-01
1/28/07,4274796,EUR,Costco,2007-01
1/29/07,8624772,RMB,Target,2007-01
1/30/07,1986818,USD,eBay,2007-01
1/31/07,9975333,EUR,Apple,2007-01
2/1/07,8491570,RMB,Walmart,2007-02
2/2/07,3781281,USD,Costco,2007-02
2/3/07,7144600,EUR,Target,2007-02
2/4/07,4604658,RMB,eBay,2007-02
2/5/07,7053810,USD,Apple,2007-02
2/6/07,9101661,EUR,Walmart,2007-02
2/7/07,2854530,RMB,Costco,2007-02
2/8/07,6884113,USD,Target,2007-02
2/9/07,4264564,EUR,eBay,2007-02
2/10/07,7461243,RMB,Apple,2007-02
2/11/07,7125586,USD,Walmart,2007-02
2/12/07,2906332,EUR,Costco,2007-02
2/13/07,9514341,RMB,Target,2007-02
2/14/07,7014872,USD,eBay,2007-02
2/15/07,1867302,EUR,Apple,2007-02
2/16/07,3733139,RMB,Walmart,2007-02
2/17/07,3657428,USD,Costco,2007-02
2/18/07,9154149,EUR,Target,2007-02
2/19/07,1347655,RMB,eBay,2007-02
2/20/07,9721208,USD,Apple,2007-02
2/21/07,7799082,EUR,Walmart,2007-02
2/22/07,1332066,RMB,Costco,2007-02
2/23/07,6676455,USD,Target,2007-02
2/24/07,627429,EUR,eBay,2007-02
2/25/07,9873891,RMB,Apple,2007-02
2/26/07,4602829,USD,Walmart,2007-02
2/27/07,6341967,EUR,Costco,2007-02
2/28/07,807524,RMB,Target,2007-02
3/1/07,5196762,USD,eBay,2007-03
3/2/07,3359968,EUR,Apple,2007-03
3/3/07,8326342,RMB,Walmart,2007-03
3/4/07,8153741,USD,Costco,2007-03
3/5/07,5694129,EUR,Target,2007-03
3/6/07,6682153,RMB,eBay,2007-03
3/7/07,2731612,USD,Apple,2007-03
3/8/07,8158721,EUR,Walmart,2007-03
3/9/07,1992373,RMB,Costco,2007-03
3/10/07,6112100,USD,Target,2007-03
3/11/07,5075501,EUR,eBay,2007-03
3/12/07,2340951,RMB,Apple,2007-03
3/13/07,2407933,USD,Walmart,2007-03
3/14/07,4045695,EUR,Costco,2007-03
3/15/07,5535562,RMB,Target,2007-03
3/16/07,4332262,USD,eBay,2007-03
3/17/07,2551316,EUR,Apple,2007-03
3/18/07,3811244,RMB,Walmart,2007-03
3/19/07,8531971,USD,Costco,2007-03
3/20/07,9362520,EUR,Target,2007-03
3/21/07,5593106,RMB,eBay,2007-03
3/22/07,3976029,USD,Apple,2007-03
3/23/07,6032642,EUR,Walmart,2007-03
3/24/07,8969926,RMB,Costco,2007-03
3/25/07,8613996,USD,Target,2007-03
3/26/07,8913709,EUR,eBay,2007-03
3/27/07,5179389,RMB,Apple,2007-03
3/28/07,6448437,USD,Walmart,2007-03
3/29/07,2940243,EUR,Costco,2007-03
3/30/07,6543997,RMB,Target,2007-03
3/31/07,4889647,USD,eBay,2007-03
4/1/07,4308524,EUR,Apple,2007-04
4/2/07,5417626,RMB,Walmart,2007-04
4/3/07,1948617,USD,Costco,2007-04
4/4/07,4287314,EUR,Target,2007-04
4/5/07,7208349,RMB,eBay,2007-04
4/6/07,968172,USD,Apple,2007-04
4/7/07,7493518,EUR,Walmart,2007-04
4/8/07,8420268,RMB,Costco,2007-04
4/9/07,7466661,USD,Target,2007-04
4/10/07,4060256,EUR,eBay,2007-04
4/11/07,175446,RMB,Apple,2007-04
4/12/07,2854294,USD,Walmart,2007-04
4/13/07,7323993,EUR,Costco,2007-04
4/14/07,5479389,RMB,Target,2007-04
4/15/07,8338844,USD,eBay,2007-04
4/16/07,7605068,EUR,Apple,2007-04
4/17/07,5967151,RMB,Walmart,2007-04
4/18/07,9960461,USD,Costco,2007-04
4/19/07,3752547,EUR,Target,2007-04
4/20/07,2566532,RMB,eBay,2007-04
4/21/07,706782,USD,Apple,2007-04
4/22/07,6634378,EUR,Walmart,2007-04
4/23/07,7057033,RMB,Costco,2007-04
4/24/07,6570831,USD,Target,2007-04
4/25/07,5953985,EUR,eBay,2007-04
4/26/07,9102859,RMB,Apple,2007-04
4/27/07,8479834,USD,Walmart,2007-04
4/28/07,4226253,EUR,Costco,2007-04
4/29/07,2648358,RMB,Target,2007-04
4/30/07,1611537,USD,eBay,2007-04
5/1/07,9944639,EUR,Apple,2007-05
5/2/07,3606982,RMB,Walmart,2007-05
5/3/07,3330341,USD,Costco,2007-05
5/4/07,7638132,EUR,Target,2007-05
5/5/07,7272359,RMB,eBay,2007-05
5/6/07,8243980,USD,Apple,2007-05
5/7/07,5372759,EUR,Walmart,2007-05
5/8/07,7053214,RMB,Costco,2007-05
5/9/07,5413574,USD,Target,2007-05
5/10/07,9119086,EUR,eBay,2007-05
5/11/07,8842648,RMB,Apple,2007-05
5/12/07,5235433,USD,Walmart,2007-05
5/13/07,6619494,EUR,Costco,2007-05
5/14/07,943574,RMB,Target,2007-05
5/15/07,7961454,USD,eBay,2007-05
5/16/07,2348272,EUR,Apple,2007-05
5/17/07,8589052,RMB,Walmart,2007-05
5/18/07,2426359,USD,Costco,2007-05
5/19/07,726047,EUR,Target,2007-05
5/20/07,61353,RMB,eBay,2007-05
5/21/07,7991142,USD,Apple,2007-05
5/22/07,8832316,EUR,Walmart,2007-05
5/23/07,2649692,RMB,Costco,2007-05
5/24/07,1460349,USD,Target,2007-05
5/25/07,9692852,EUR,eBay,2007-05
5/26/07,6002819,RMB,Apple,2007-05
5/27/07,5912130,USD,Walmart,2007-05
5/28/07,1884211,EUR,Costco,2007-05
5/29/07,5420311,RMB,Target,2007-05
5/30/07,6606815,USD,eBay,2007-05
5/31/07,5034341,EUR,Apple,2007-05
6/1/07,8134253,RMB,Walmart,2007-06
6/2/07,9144599,USD,Costco,2007-06
6/3/07,1223982,EUR,Target,2007-06
6/4/07,5030126,RMB,eBay,2007-06
6/5/07,2484360,USD,Apple,2007-06
6/6/07,6968811,EUR,Walmart,2007-06
6/7/07,639109,RMB,Costco,2007-06
6/8/07,1182625,USD,Target,2007-06
6/9/07,9293800,EUR,eBay,2007-06
6/10/07,3504630,RMB,Apple,2007-06
6/11/07,1303601,USD,Walmart,2007-06
6/12/07,2289376,EUR,Costco,2007-06
6/13/07,5904754,RMB,Target,2007-06
6/14/07,9440413,USD,eBay,2007-06
6/15/07,1048179,EUR,Apple,2007-06
6/16/07,3813699,RMB,Walmart,2007-06
6/17/07,8835166,USD,Costco,2007-06
6/18/07,4632841,EUR,Target,2007-06
6/19/07,5527836,RMB,eBay,2007-06
6/20/07,2882952,USD,Apple,2007-06
6/21/07,8312142,EUR,Walmart,2007-06
6/22/07,2461955,RMB,Costco,2007-06
6/23/07,9618910,USD,Target,2007-06
6/24/07,7410971,EUR,eBay,2007-06
6/25/07,4920137,RMB,Apple,2007-06
6/26/07,2116424,USD,Walmart,2007-06
6/27/07,2976331,EUR,Costco,2007-06
6/28/07,4884456,RMB,Target,2007-06
6/29/07,8121437,USD,eBay,2007-06
6/30/07,310448,EUR,Apple,2007-06
7/1/07,3296352,RMB,Walmart,2007-07
7/2/07,6795584,USD,Costco,2007-07
7/3/07,7477553,EUR,Target,2007-07
7/4/07,504894,RMB,eBay,2007-07
7/5/07,4553659,USD,Apple,2007-07
7/6/07,660413,EUR,Walmart,2007-07
